"Item","Part No.","Description","Qty."
"1","10016143","Entry gate","2"
"2","00002547","Bolt  GB/T 16674  M10×55","2"
"3","10000367","Spring","2"
"4","10000331","Latch handle","2"
"5","00002572","Nut  GB/T 6183.1  M10","10"
"6","10004221","Left main rail","1"
"7","50001717","Rail spacer","4"
"8","00002574","Nut  GB/T 6183.1  M6","28"
"9","00002312","Bolt  GB/T 5782  M6×45","4"
"10","10004174","Inserted pin","4"
"11","00003956","Bolt  GB/T 16674  M10×70","8"
"12","10005035","Hand rail (JCPT1523RTB)","4"
"","10004126","Hand rail (JCPT1823RTB)","4"
"13","00002560","Screw  GB/T 70.1  M8×30","8"
"14","00000608","Washer  GB/T 97.1  8","16"
"15","00000609","Washer  GB/T 93  8","16"
"16","00001231","Screw  GB/T 818  M6×14 - H","1"
"17","10005186","Clamp","1"
"18","00001828","Water-proof joint  M20","1"
"19","10004150","Extension deck lock tooth","1"
"20","10004227","Right main rail","1"
"21","10004316","Lock plate","2"
"22","10000376","Bumper","2"
"23","00002319","Screw  GB/T 818  M5×10 - H","2"
"24","00002886","Bolt  GB/T 16674  M6×60","6"
"25","10004190","Hand rail","4"
"26","00001985","Bolt  GB/T 5782  M8×55","8"
"27","10004214","Right main rail","1"
"28","00002576","Nut  GB/T 6183.1  M12","16"
