"Item","Part No.","Description","Qty."
"1","00004175","Hose assembly","2"
"2","00004176","Hose assembly","2"
"3","00004177","Hose assembly (only for JCPT1823RTB)","2"
"4","00004178","Hose assembly","2"
"5","00004179","Hose assembly","2"
"6","00004184","Hose assembly","1"
"7","00004181","Hose assembly (matching with Kubota Engine)","1"
"","00009868","Hose assembly (matching with YANMAR Engine)","1"
"8","00004182","Hose assembly (matching with Kubota Engine)","1"
"","00009870","Hose assembly (matching with YANMAR Engine)","1"
"9","00003702","Hose assembly","1"
"10","00002472","Hose assembly","2"
"11","00004544","Hose assembly","4"
"12","00001291","Straight fitting","4"
"13","00002071","Straight fitting","3"
"14","00001501","Straight fitting","1"
"15","00001782","Straight fitting","1"
"16","00001776","Straight fitting","1"
"17","00001266","Straight fitting","1"
"18","00001290","Straight fitting","6"
"19","00001294","Straight fitting (for JCPT1823RTB)","5"
"","00001294","Straight fitting (for JCPT1523RTB)","3"
"20","00001272","Straight fitting","1"
"21","00001282","Straight fitting","6"
"22","00001262","Straight fitting","2"
"23","00001837","Elbow","1"
"24","00001835","Elbow","1"
"25","00001832","Elbow","2"
"26","00001834","Elbow","6"
