"Item","Part No.","Description","Qty."
"1","00009984","Valve body","1"
"2","00001073","Plug  VSTI14×1.5ED","2"
"3","00003920","Shuttle valve (HS1)","1"
"4","00002999","Plug  SAE2","13"
"5","00004091","Coil","2"
"6","00003916","Solenoid valve spool (SV8, SV9)","2"
"7","00003017","Nut","2"
"8","00003361","Plug  SAE6","12"
"9","00003000","Orifice  Φ1.0","2"
"10","00003918","Flow divider/combiner valve (FD1, FD2)","2"
"11","00003921","Shuttle valve (LS1)","1"
"12","00003919","Flow divider/combiner valve (FD3)","1"
"13","00004600","Orifice  3/8-16_Φ2.3","1"
"14","00004596","Orifice  3/8-16_Φ1.3","1"
"15","00003922","Relief valve (RV1)","1"
"16","00003351","Plug  SAE8","1"
"17","00003578","Orifice  Φ0.8","2"
