"Item","Part No.","Description","Qty."
"1","10000049","Mounting plate","1"
"2","00002019","300A Fuse assembly","1"
"--","00002020","300A Fuse","1"
"--","00000757","Fuse seat","1"
"3","00002027","Screw  GB/T 818  M4×14 - H","2"
"4","00000779","Washer  GB/T 93  4","6"
"5","00000778","Washer  GB/T 97.1  4","6"
"6","00002016","Motor controller","1"
"7","00000620","Washer  GB/T 97.1  6","4"
"8","00000621","Washer  GB/T 93  6","4"
"9","00000743","Bolt  GB/T 5783  M6×20","4"
"10","00002015","Brake module","1"
"11","00002026","Screw  GB/T 818  M4×10 - H","2"
"12","00002028","DC Contactor","1"
"13","00002032","Screw  GB/T 818  M4×6 - H","2"
