"Item","Part No.","Description","Qty."
"1","00002891","Bolt  GB/T 16674  M10×110","2"
"2","10000252","Platform slider","4"
"3","00000439","8813-38.1×44.45×50.8  Bearing","6"
"4","00002572","Nut  GB/T 6183.1  M10","7"
"5","00002098","896B-38.1×146  Pin","4"
"6","10000605","Outer arm 3","1"
"7","10000603","Inner arm 3","1"
"8","00002884","Bolt  GB/T 16674  M10×100","2"
"9","00001027","Bolt  GB/T 5782  M10×80","11"
"10","00000623","Nut  GB/T 6182  M10","11"
"11","10000256","Spacer sleeve","2"
"12","10000282","Inner arm 2","1"
"13","00000568","898-38.1×638.5  Pin","5"
"14","10000264","Block","16"
"15","10000285","Outer arm","1"
"16","10000255","Chassis slider","2"
"17","00000598","895B-38.1×185  Pin","2"
"18","10000266","Inner arm 1","1"
"19","","Lower lift cylinder assembly (without seal kit) (refer to 
401.1)","1"
"20","10001170","Hose","1"
"21","00000595","895-38.1×220  Pin","2"
"22","10000601","Outer arm 1","1"
"23","00000566","898-38.1×205.5  Pin","2"
"24","00000438","8813-38.1×44.45×31.75  Bearing","18"
"25","10000257","Spacer sleeve","2"
"26","10000254","Washer","6"
"27","00000787","Circlips 
JB/ZQ 4342-38","9"
"28","00000577","896-38.1×515  Pin","1"
