"Item","Part No.","Description","Qty."
"26","00000839","Screw  GB/T 70.3  M8×30","4"
"27","10000559","Motor bracket","1"
"28","00002865","Bolt  QC/T 340  M6×14","4"
"29","00000608","Washer  GB/T 97.1  8","4"
"30","00001163","Nut  GB/T 6182  M8","4"
"31","00002017","Motor (JCPT0808HD, JCPT1008HD, JCPT1012HD)","1"
"","00000691","Motor (JCPT1212HD, JCPT1412HD, JCPT1612HD, 
JCPT1614HD)","1"
"32","00001157","3/8-24×1 1/4"" Screw ANSI B18.3","2"
"33","00000679","Washer  GB/T 93  10","2"
"34","00000615","Washer  GB/T 97.1  10","2"
"35","00001776","Straight fitting","2"
"36","00000529","Pump","1"
"37","00001835","Elbow","1"
"38","00000535","Filter assembly","1"
"--","00003061","Filter element","1"
"39","00001508","Straight fitting","2"
"40","00002864","Bolt  QC/T 340  M6×16","2"
"41","00003015","Function manifold (without fitting) (refer to 403.1)","1"
"42","00002873","Bolt  QC/T 340  M10×20","2"
"43","00000992","Circlips  GB/T 894.1-25","2"
"44","00000384","8832-26  Bearing","2"
"45","00000614","Screw  GB/T 70.1  M10×60","1"
"46","10000539","Bumper","1"
"47","00002572","Nut  GB/T 6183.1  M10","1"
