"№ 
п/п","Код материалов","Наименование и 
спецификация","Версия","Кол-
во","Примечание"
"1","1040301515","Шайба","А","25","GB/T97.1-2002"
"2","1040200503","Гайка","А","17","GB/T889.1-2000"
"3","1040302489","Шайба","B","50","GB/T97.1-2002"
"5","00771600700001010","Нажимная колодка 
трубопровода","C","8",""
"7","00771400710001021","Прижимная планка","А","4",""
"8","1040102738","Винт","А","3","GB/T70.1-2000"
"11","1040103375","Винт","А","16","GB/T70.2-2000"
"12","1040200504","Гайка","А","23","GB/T889.1-2000"
"15","1040301502","Шайба","А","27","JB/T93-1987"
"16","1040002433","Болт","А","8","JB/T5783-2000"
"17","00771600720001050","Держатель короткой цепи","А","4",""
"18","02552000710400000","Тяговая труба с длинной цепью","А","1",""
"19","1040103116","Винт","А","7","GB/T70.1-2000"
"20","1040002458","Болт","А","20","JB/T5783-2000"
"21","1040302480","Шайба","B","20","GB/T96.1-2002"
"22","00771100750200000","Нижняя крышка желоба 
проводов","B","4",""
"23","00771100750001050","Верхняя крышка желобка 
проводов","B","4",""
"24","1040103568","Винт","А","2","GB/T70.2-2000"
"25","1040301510","Шайба","А","2","JB/T93-1987"
"26","00771600710001070","Нажимная колодка 
трубопровода III","А","2",""
"27","1040004521","Болт","А","1","JB/T5783-2000"
"28","00772100700001120","Переходная плита","B","1",""
"29","1040004509","Болт","А","1","JB/T5783-2000"
"30","00771400700001011","Шайба","А","6",""
"31","00772100710001020","Переходная плита","А","1",""
"32","00771600700001081","Регулировочная шайба","А","2",""
"33","1040103059","Винт","А","2","GB/T70.2-2000"
"34","1040102648","Винт","А","4","GB/T70.2-2000"
"35","1040004565","Болт","А","4","JB/T5783-2016"
"36","02552000701200000","Длинная стальная буксирная 
цепь","B","1",""
"37","02552300700001090","Верхний ползун","А","1",""
"38","02552300700001010","Монтажная планка","C","2",""
"39","00772700700401071","Нижний ползун","А","1",""
"40","00771600720800000","Опора буксируемой трубы","B","1",""
"41","00771600721000000","Вращающийся кронштейн","А","1",""
