"№ 
п/п","Код материалов","Наименование и 
спецификация","Версия","Кол-
во","Примечание"
"23","1040302490","Шайба","B","23","GB/T97.1-2002"
"24","1040002442","Болт","А","7","JB/T5783-2000"
"48","1040302489","Шайба","B","52","GB/T97.1-2002"
"55","1040200507","Гайка","А","5","GB/T889.1-2000"
"85","02552000301001170","Упор II","А","2",""
"86","02552000301001180","Гильза II","А","2",""
"87","1040002262","Болт","B","2","JB/T5783-2000"
"88","00771500301060000","Шкив втягивающей башенной 
стрелы","D","2",""
"89","02552000301001070","Защитная планка II шкива 
втягивающей башенной стрелы","А","1",""
"90","02552000301001060","Стальной трос втягивающей 
башенной стрелы","А","2",""
"91","00771600301001140","Ограничительный блок","B","1",""
"92","02552000301070000","Осеп втягивающей стрелы 
второй секции","B","2",""
"93","1040002434","Болт","А","6","JB/T5783-2016"
"94","00771500301001081","Держатель стального троса ⅠⅠ","А","1",""
"95","1040101995","Винт","А","4","GB/T70.1-2000"
"96","00771500301001161","Подшипник, не требующий 
смазки","А","2",""
"97","00771600301001460","Износостойкая прокладка I","B","4",""
"200","02552000301001080","Защитная планка I шкива 
втягивающей башенной стрелы","А","1",""
