"№ 
п/п","Код материалов","Наименование и 
спецификация","Версия","Кол-
во","Примечание"
"1","1140282363","Шланг в сборе","А","1",""
"2","1140250186","Шланг в сборе","А","1",""
"3","1140250187","Шланг в сборе","А","1",""
"4","1140208175","Шланг в сборе","А","1",""
"5","1140217573","Шланг в сборе","А","1",""
"6","1140250635","Шланг в сборе","А","1",""
"7","1140245728","Шланг в сборе","А","1",""
"8","1140224865","Шланг в сборе","А","1",""
"9","1140224869","Шланг в сборе","А","1",""
"10","1011403146","Шланг в сборе","А","2",""
"11","1140229759","Шланг в сборе","А","2",""
"12","1140282365","Шланг в сборе","А","2",""
"13","1140253305","Шланг в сборе","А","1",""
"14","1140202233","Шланг в сборе","А","1",""
"15","1140249307","Шланг в сборе","А","1",""
"16","1140279168","Шланг в сборе","А","1",""
"17","1140254050","Шланг в сборе","А","2",""
"18","1140257700","Шланг в сборе","А","1",""
"19","1140101807","Тройник","А","1",""
"20","1140111287(2)","Тройник","А","1",""
