"№ 
п/п","Код материалов","Наименование и 
спецификация","Версия","Кол-
во","Примечание"
"201","1019821728","Корпус цилиндра","А","1",""
"202","1019821729","Направляющая втулка","А","1",""
"203","1019821711","Комбинированная втулка","А","1",""
"204","1019821712","Стопорное кольцо","А","1","GB/T895.1-1986"
"205","1019821713","О-образное кольцо","А","1","GB/T3452.1-1992"
"206","1019821714","Стопорное кольцо","А","1",""
"207","1019821715","Уплотнительное кольцо STd","А","1",""
"208","1019821730","Нажимная крышка","А","1",""
"209","1019821716","U-образное кольцо","А","1",""
"210","1019821717","Пылезащитное кольцо","А","1",""
"211","1019821718","Направляющее кольцо","А","1",""
"212","1019821719","Винт","А","10","GB/T70.1-2000"
"213","1019821720","Шайба","А","10","JB/T93-1987"
"214","1019821731","Поршневой шток","А","1",""
"215","1019821732","Гайка","А","1",""
"216","1019821733","Поршень","А","1",""
"217","1019821721","Направляющее кольцо","А","2",""
"218","1019821722","Направляющее кольцо","А","2",""
"219","1019821723","Уплотнительное кольцо GSF","А","1",""
"220","1019821724","Уплотнительное кольцо STd","А","1",""
"221","1019821725","Стопорное кольцо","А","2",""
"222","1019821726","О-образное кольцо","А","1","GB/T3452.1-1992"
"223","1019821734","Прокладочное кольцо","А","1",""
"224","1019821727","Винт","А","1","JB/T78-2000"
