"№ 
п/п","Код материалов","Наименование и 
спецификация","Версия","Кол-
во","Примечание"
"72","1040002433","Болт","А","18","JB/T5783-2000"
"73","02551500301410000","Ползун","А","2",""
"74","1040302489","Шайба","B","38","GB/T97.1-2002"
"75","1040002434","Болт","А","10","JB/T5783-2016"
"76","1040004565","Болт","А","6","JB/T5783-2016"
"77","1040102761","Винт","А","4","GB/T70.1-2000"
"78","00773400300001150","Регулировочная шайба Ⅵ","А","12",""
"79","00771100301320000","Ползун","B","8",""
"80","00773400300001140","Регулировочная шайба Ⅴ","B","30",""
"81","00771100301490000","Ползун","B","2",""
"82","02551500301401100","Регулировочная шайба (5 мм)","А","2",""
"83","00771100301601071","Регулировочная шайба","А","4",""
"84","00771100301601061","Регулировочная шайба","А","4",""
