"№ 
п/п","Код материалов","Наименование и 
спецификация","Версия","Кол-
во","Примечание"
"12","1040300771","Шайба","А","8","GB/T97.1-2002"
"25","1040301515","Шайба","А","6","GB/T97.1-2002"
"48","1040302489","Шайба","B","52","GB/T97.1-2002"
"59","02552000301001050","Стальной трос втягивающей 
верхней стрелы","А","2",""
"93","1040002434","Болт","А","6","JB/T5783-2016"
"133","00771600300001041","Прокладка","А","2",""
"134","00771400340001091","Капот датчика","А","1",""
"135","1040005844","Болт","А","4","JB/T5783-2000"
"136","1040004518","Болт","А","4","JB/T5783-2000"
"137","02557000300820000","Сварная деталь 
противовращательной трубы","B","2",""
"138","02552000301030000","Постоянный ролик","B","2",""
"139","1040201093","Гайка","А","2","JB/T6170-2000"
"140","1040302493","Шайба","B","2","GB/T97.1-2002"
"141","1040200741","Гайка","А","2","GB/T889.1-2000"
