"№ 
п/п","Код материалов","Наименование и 
спецификация","Версия","Кол-
во","Примечание"
"36","00773400300001150","Регулировочная шайба Ⅵ","А","12",""
"37","00771100301320000","Ползун","B","8",""
"39","1040302489","Шайба","B","38","GB/T97.1-2002"
"41","1040002434","Болт","А","22","JB/T5783-2016"
"45","00773400300001140","Регулировочная шайба Ⅴ","B","30",""
"142","1040300771","Шайба","А","11","GB/T97.1-2002"
"143","02552000301401050","Нижняя щеточная доска","А","1",""
"144","02552000301401060","Нижняя прижимная планка","А","1",""
"145","02552300301401010","Верхняя щеточная доска","А","1",""
"146","1040002433","Болт","А","6","JB/T5783-2000"
"147","1040001631","Болт","А","11","JB/T5783-2000"
"148","02552000301401021","Боковая щеточная доска","А","2",""
"149","00771600301425010","Боковая прижимная планка","А","2",""
"150","00771900311201090","Верхняя прижимная планка","А","1",""
"151","02552000301410000","Ползун","А","2",""
"152","00773400300001131","Регулировочная шайба (2 мм)","А","6",""
"153","00771100301310000","Ползун","B","2",""
