"Item","Part Number","Description","Qty.","Remark"
"1","09140044","Decal, Platform control panel","1",""
"2","09140045","Decal, Platform control panel","1",""
"3","09140046","Decal, Platform control panel","1",""
"4","09140040","Decal, Platform control panel","1",""
"5","09140041","Decal, Platform control panel","1",""
"6","09140042","Decal, Platform control panel","1",""
"7","09340003","Decal, 
Instructions-Refer 
the  operator 
to 
the instructions for use","1",""
"8","09340070","Decal, Symbols-Non operating hand 
position","4",""
"9","09440061","Decal, Danger-General safety rules","1",""
"10","09440212","Decal, Warning-Crushing hazard","3",""
"11","09340041","Decal, Label-Lanyard anchorage point","4",""
"12","09340001","Decal, Notice-Keep the manual with the 
machine","1",""
"13","09440274","Decal, Label-Capacity 230kg","1",""
"14","09340016","Decal, Instructions-Open/close","1",""
"15","09930007","Decal, Label-BA20ERT","1","BA20ERT"
"","09930011","Decal, Label-BA22ERT","1","BA22ERT"
"16","09310364","Decal, Instructions-Grease filling port","4",""
"17","09310366","Decal, Instructions-Tie down point","4",""
"18","09320014","Decal, Instructions-Lift point","4",""
"19","09310271","Decal, Instructions-Maximum wheel load 
4750kg","4",""
"20","09410032","Decal, Warning-Explosion/fire hazard","2",""
"21","09310056","Decal, Notice-Battery charging instructions","1",""
"22","09910015","Decal, Label-BA20ERT","2","BA20ERT"
"","09910055","Decal, Label-BA22ERT","2","BA22ERT"
"23","09310240","Decal, Notice-Check the hydraulic oil level","1",""
"24","09310242","Decal, Notice-Filling hydraulic oil notice","1",""
