"Item","Part Number","Description","Qty.","Remark"
"1","00004485","Battery","1",""
"2","00006392","Screw  GB/T 70  M6 × 60","1",""
"3","00000620","Flat Washer  GB/T 97.1  6","3",""
"4","92009577","Bolt","1",""
"5","92049239","Retainer","1",""
"6","00000844","Screw  GB/T 70.3  M10×16","2",""
"7","00001033","Nut  GB/T 6182  M6","1",""
"8","92058013","Support","1",""
"9","00001054","Screw  GB/T 70  M4 × 12","8",""
"10","00000779","Spring Washer  GB/T 93  4","8",""
"11","00003610","Flat Washer  GB/T 96.1  4","8",""
"12","00000674","Bolt  GB/T 5783  M10 × 20","2",""
"13","00000679","Spring Washer  GB/T 93  10","6",""
"14","00001028","Flat Washer  GB/T 96.1  10","6",""
"15","00000748","Switch, Limit","2",""
"16","50008814","Support","1",""
"17","00000683","Bolt  GB/T 5783  M10 × 30","4",""
"18","00006580","Emergency Pump Assembly","1",""
"--","00006954","Motor","1",""
"--","00006955","Pump","1",""
"19","00000818","Bolt  GB/T 5783  M6 × 16","1",""
"20","00000621","Spring Washer  GB/T 93  6","1",""
"21","00002212","Horn","1",""
"22","00010218","Chassis Manifold (Refer to 1-8)","1","2WS"
"","00010546","Chassis Manifold (Refer to 1-9)","1","4WS"
"23","00002497","Screw  GB/T 70  M8 × 100","3",""
