"Item","Part Number","Description","Qty.","Remark"
"1","92000051","Shield","1",""
"2","00000674","Bolt  GB/T 5783  M10 × 20","1",""
"3","00006753","Head Light","1",""
"4","00000623","Nut  GB/T 6182  M10","1",""
"5","92000228","Shield, Plastic","1",""
"6","00001030","Screw  GB/T 70  M5 × 10","2",""
"7","00000688","Nut  GB/T 6170  M5","2",""
"8","00001033","Nut  GB/T 6182  M6","12",""
"9","00000620","Flat Washer  GB/T 97.1  6","20",""
"10","92000057","Plate, Limit","2",""
"11","00000863","Screw  GB/T 70.3  M6×35","4",""
"12","00000619","Bolt  GB/T 5783  M6 × 25","8",""
"13","00000621","Spring Washer  GB/T 93  6","8",""
"14","00005212","Footswitch","1",""
"15","00000993","Bolt  GB/T 5783  M8 × 25","4",""
"16","00000609","Spring Washer  GB/T 93  8","6",""
"17","00000608","Flat Washer  GB/T 97.1  8","8",""
"18","00001163","Nut  GB/T 6182  M8","4",""
"19","92000050","Plate, Decal","1",""
"20","50000555","Box, Manual","1",""
"21","00003700","Nut  GB/T 889.1  M3","3",""
"22","00005190","Beacon","1",""
"23","00002488","Bolt  GB/T 5783  M8 × 35","2",""
"24","00002000","Flat Washer  GB/T 96.1  8","2",""
"25","92030530","Axes","2",""
"26","92030523","Bushing","2",""
"27","92030152","Washer","2",""
