"Item","Part Number","Description","Qty.","Remark"
"1","00004922","Fitting, 90°","2",""
"2","92030383","Hose Assembly","1",""
"3","00001239","Fitting, Tee","1",""
"4","50008453","Hose Assembly","1",""
"5","00001282","Fitting, Straight","5",""
"6","00001291","Fitting, Straight","2",""
"7","50008452","Hose Assembly","2",""
"8","00002946","Fitting, Straight","2",""
"9","50003482","Hose Assembly","1",""
"10","00003696","Fitting, Straight","1",""
"11","50008582","Hose Assembly","1",""
"12","00003963","Fitting, Straight","2",""
"13","00001842","Fitting, 90°","5",""
"14","50008455","Hose Assembly","1",""
"15","00001266","Fitting, Straight","2",""
"16","00001835","Fitting, 90°","2",""
"17","50008454","Hose Assembly","1",""
"18","00002945","Fitting, Straight","1",""
"19","50004557","Hose Assembly","1",""
"20","00001262","Fitting, Straight","1",""
"21","50008465","Hose Assembly","1",""
"22","00005691","Fitting, Straight","1",""
"23","00002123","Fitting, Tee","1",""
"24","00002070","Fitting, Straight","1",""
"25","50008466","Hose Assembly","1",""
"26","00001501","Fitting, Straight","2",""
"27","50008464","Hose Assembly","1",""
"28","00002071","Fitting, Straight","3",""
"29","10000069","Tube，return","1",""
