"Item","Part Number","Description","Qty.","Remark"
"1","00005700","Bolt  GB/T 5786  M10×1.25 × 30","16",""
"2","00000679","Spring Washer  GB/T 93  10","24",""
"3","00000615","Flat Washer  GB/T 97.1  10","32",""
"4","00002046","Bolt  GB/T 5783  M12 × 35","4",""
"5","00000815","Spring Washer  GB/T 93  12","4",""
"6","00000814","Flat Washer  GB/T 97.1  12","4",""
"7","10002714","Engine Bracket","1",""
"8","10002785","Engine","1",""
"--","10002787","Alternator","1",""
"--","10002788","Starter Motor","1",""
"--","10002789","Filter Element, Oil Filter","1",""
"--","10002790","V-Belt","1",""
"--","10002530","Washer","1",""
"--","00004714","Coil","1",""
"--","00004715","Oil Pressure Switch","1",""
"--","00004716","Coolant Temperature Switch","1",""
"--","00010126","Pump","1",""
"--","00010127","Rectifier","1",""
"9","00010750","Fan","1",""
"10","10002715","Engine Bracket","1",""
"11","00000623","Nut  GB/T 6182  M10","8",""
"12","00002162","Rubber Mounting","4",""
"13","00000683","Bolt  GB/T 5783  M10 × 30","8",""
