"Item","Part Number","Description","Qty.","Remark"
"1","50007624","Clamp","1",""
"2","00001163","Nut  GB/T 6182  M8","2",""
"3","00000608","Flat Washer  GB/T 97.1  8","10",""
"4","50007592","Connecting Pipe","1",""
"5","00000995","Bolt  GB/T 5783  M8 × 30","4",""
"6","00000609","Spring Washer  GB/T 93  8","12",""
"7","50007595","Washer","2",""
"8","50007594","Muffler","1",""
"9","00000993","Bolt  GB/T 5783  M8 × 25","4",""
"10","00000875","Bolt  GB/T 5783  M8 × 20","4",""
"11","00002000","Flat Washer  GB/T 96.1  8","4",""
"12","50007593","Connecting Pipe","1",""
