"Item","Part Number","Description","Qty.","Remark"
"1","00003017","Nut","5",""
"2","00010777","Cartridge, Flow Control Valve","1",""
"3","00010776","Cartridge, Flow Control Valve","1",""
"4","00003697","Cartridge, Solenoid Valve","1",""
"5","00004091","Coil","3",""
"6","00010533","Cartridge, Relief Valve","1",""
"7","00004243","Cartridge, Solenoid Valve","1",""
"8","00006762","Coil","4",""
"9","00006763","Spacer","2",""
"10","00004550","Cartridge, Solenoid Valve","2",""
"11","00004383","Plug","4",""
"12","00002999","Plug","18",""
"13","00003998","Cartridge, Check Valve","1",""
"14","00010773","Body","1",""
"15","00002998","Plug","8",""
"16","00001073","Plug","2",""
"17","00010779","Cartridge, Check Valve","2",""
"18","00002997","Plug","4",""
"19","10000404","Cartridge, Check Valve","1",""
"20","00010780","Cartridge, Relief Valve","1",""
"21","00010778","Cartridge, Solenoid Valve","1",""
