"Item","Part Number","Description","Qty.","Remark"
"1","00000816","Bolt  GB/T 5783  M12 × 25","4",""
"2","00000815","Spring Washer  GB/T 93  12","4",""
"3","00000814","Flat Washer  GB/T 97.1  12","4",""
"4","50007598","Cover","1",""
"5","00000678","Bolt  GB/T 5783  M10 × 25","3",""
"6","00000679","Spring Washer  GB/T 93  10","3",""
"7","00000615","Flat Washer  GB/T 97.1  10","3",""
"8","90029265","Spring, Gas","2",""
"9","00001163","Nut  GB/T 6182  M8","4",""
"10","00000608","Flat Washer  GB/T 97.1  8","4",""
"11","50007607","Door, Engine Module","1",""
"12","90008236","Lock","1",""
"13","90018381","Cam","1",""
"14","00001033","Nut  GB/T 6182  M6","15",""
"15","00000620","Flat Washer  GB/T 97.1  6","30",""
"16","92000359","Hinge","3",""
"17","00000743","Bolt  GB/T 5783  M6 × 20","15",""
