"NO.","Material No.","Item and Spec","Units","Remark"
"1","1030800592","Tire","2",""
"2","00775302800400000","Left steering wheel carrier","1",""
"3","1010100895","Motor","2",""
"4","1040000225","Bolt M12×90","8","GB/T5783-2000"
"5","1040200507","Nut M12-8","8","GB/T889.1-2000"
"6","00775302800600000","Right steering wheel carrier","1",""
"7","00775302800001060","Steering linkage","1",""
"8","1010201475","Steering cylinder","1",""
"9","1040500038","Pin B20×50","2","GB/T882-1986"
"10","1040500394","Split pin 5×40","2","GB/T91-2000"
"11","00775302800001050","Copper washer I","4",""
"12","00775302800001030","Wearing ring","2",""
"13","1054400310","Composite bush","4",""
"14","1054400339","Composite bush","2",""
"15","1040300081","Washer12","2","GB/T96.1-2002"
"16","1040200507","Nut M12","2","GB/T889.1-2000"
"17","1040300054","Washer 12","2","GB/T93-1987"
"18","1040100157","Screw M12×20-8.8","2","GB/T70.1-2000"
"19","1040100058","Screw M6×16-8.8","2","GB/T70.1-2000"
"20","00775302800001020","End cover","2",""
"21","1040200503","Nut M8-8","1","GB/T889.1-2000"
"22","1990201348","Cover plate","1",""
"23","1019901543","Twin tube clamp","3",""
"24","1040100728","Screw M8×110-8.8","1","GB/T70.1-2000"
"25","1040500535","Pin 4×80","2","GB/T91-2000"
