"NO.","Material No.","Item and Spec","Units","Remark"
"16","00775602801601020","Threaded rod 
(ZS1414/ZS1212HD)","1",""
"","00775502800201010","Threaded rod 
  (ZS1012HD)","1",""
"17","00775602800601010","","1",""
"18","00775602800601030","Cushion rubber","1",""
"19","1040100519","Screw M12×80-8.8","1","GB/T70.1-2000"
"20","1040300054","Washer 12","1","GB/T93-1987"
"21","1040200503","Nut M8","3","GB/T889.1-2000"
"22","1040100886","Screw M8×20","1","GB/T70.1-2008"
"23","00775602801601050","Limit plate I","1",""
"24","1040200506","Nut M6-8","8","GB/T889.1-2000"
"25","1040100237","Screw M6×30-8.8","6","GB/T70.1-2000"
"26","00775602801601060","Limit plate II","1",""
"27","1040000288","Bolt M8×25-8.8","1","GB/T5783-2000"
"28","1020304978","Basin shaped horn","1",""
