"NO.","Material No.","Item and Spec","Units","Remark"
"1","1030800538","Tire","2",""
"2","1040500535","Split  pin 4×80","2","GB/T91-2000"
"3","1040000225","Bolt  M12×90-8.8","8","GB/T5783-2000"
"4","1040300526","Washer 12","14","GB/T97.1-2002"
"5","1040200507","Nut M12-8","14","GB/T889.1-2000"
"6","1010306188","Brake","2",""
"7","1040000101","Bolt  M12×40-8.8","6","GB/T5783-2000"
"8","00775402801600000","Ladder","1",""
"9","00775602801601010","Coil  III","1",""
"10","00775602800001180","Coil  II","2",""
"11","00775602801601040","Protecting bush II","1",""
"12","00775602800001150","Coil  I","1",""
