"NO.","Material No.","Item and Spec","Units","Remark"
"23","1020005354","Motor driver","1",""
"24","1020304603","DC contractor","1",""
"25","1020903384","Vehicle-mounted  battery charger","1",""
"26","1040100619","Screw M5X10","2","GB/T818-2000"
"27","1040100617","Screw M4×10-8.8","2","GB/T818-2000"
"28","1040300044","Washer 4","6","GB/T93-1987"
"29","1040301697","Washer 4-160HV","6","GB/T97.1-2002"
"30","1040102168","Screw M4×10","4","GB/T70-1985"
"31","00775602801601010","Coil  III","1",""
"32","1040300060","Washer 5","2","GB/T93-1987"
"33","1040102341","Screw M5×12-8.8","2","GB/T70.1-2000"
"34","1020520996","Main  power switch","1",""
"35","1029804041","Screw M4×25-4.8","2","GB/T70.1-2000"
"36","1020201962","Ground control assembly","1",""
"37","1020520943","Key  switch","1",""
"38","1020304979","Breaker","1",""
"39","1020502039","Emergency stop button","1",""
"40","1040101212","Screw M6×20-8.8","8","GB/T818-2000"
"41","1101000131","Panel  lock","2",""
"42","1040200506","Nut","8","GB/T889.1-2000"
