"NO.","Material No.","Item and Spec","Units","Remark"
"1","00775202802000000","Guide  mechanism","1",""
"2","1040000689","Bolt  M8×35-8.8","4","GB/T5783-2000"
"3","1040200503","Nut M8","4","GB/T889.1-2000"
"4","00775202800001010","Limited  bolt post","2",""
"5","1040500212","Split  pin 3.2×20","2","GB/T91-2000"
"6","1040500383","Pin B8×50","2","GB/T882-1986"
"7","00775602800001060","Crank trolley","2",""
"8","1040300052","Washer 16","10","GB/T97.1-2002"
"9","1040500054","Pin 4×40","10","GB/T91-2000"
"10","00775202800201190","Pin Φ25","2",""
"11","00775202801600000","Crank","2",""
"12","1040500066","Pin B16×55","2","GB/T882-1986"
"13","00775202800001020","Crank linkage","2",""
"14","1110100346","Gas spring","2",""
"15","1040300063","Washer 8","10","GB/T93-1987"
"16","1040300066","Washer 8","10","GB/T97.1-2002"
"17","1040201078","Nut M8","2","GB/T6170-2000"
"18","1040501520","Pin B16×50","6","GB/T882-2000"
"19","00775202801200000","Right  pothole plate","1",""
"20","00775202801400000","Left pothole plate","1",""
"21","00775602800001130","Crank washer","2",""
"22","00775306320201030","Switch plate","2",""
"23","1020521041","Limit  switch","2",""
"24","1040300044","Washer 4","4","GB/T93-1987"
"25","1040301697","Washer 4","4","GB/T97.1-2002"
"26","1040101189","Screw M4×40-8.8","4","GB/T70.1-2000"
"27","1029906965","Conduction band","2",""
"28","1040102717","Screw M8×40","4","GB/T70.3-2000"
