"Item","Part No.","Description","Qty."
"1","00002278","Hose assembly (JCPT0808HA, JCPT1008HA)","2"
"","00002187","Hose assembly (JCPT0812HA, JCPT1012HA)","2"
"2","00006992","Hose assembly (JCPT0808HA, JCPT1008HA)","2"
"","00002188","Hose assembly (JCPT0812HA, JCPT1012HA)","2"
"3","00002280","Hose assembly (JCPT0808HA, JCPT1008HA)","1"
"","00002189","Hose assembly (JCPT0812HA, JCPT1012HA)","1"
"4","00002281","Hose assembly (JCPT0808HA, JCPT1008HA)","1"
"","00002190","Hose assembly (JCPT0812HA, JCPT1012HA)","1"
"5","00002192","Hose assembly","1"
"6","00007797","Hose assembly","1"
"7","00002194","Hose assembly","1"
"8","00002195","Hose assembly","1"
"9","00006927","Hose assembly","1"
"10","00002282","Hose assembly (JCPT0808HA, JCPT1008HA)","1"
"","00002197","Hose assembly (JCPT0812HA, JCPT1012HA)","1"
"11","00002284","Hose assembly (JCPT0808HA, JCPT1008HA)","1"
"","00002198","Hose assembly (JCPT0812HA, JCPT1012HA)","1"
"12","00002283","Hose assembly (JCPT0808HA, JCPT1008HA)","1"
"","00002199","Hose assembly (JCPT0812HA, JCPT1012HA)","1"
"13","00001282","Straight fitting","5"
"14","00001264","Straight fitting","2"
"15","00001291","Straight fitting","5"
"16","00001769","Straight fitting","5"
"17","00001771","Straight fitting","4"
"18","00001508","Straight fitting","2"
"19","00001776","Straight fitting","1"
"20","00001292","Straight fitting","1"
"21","00001268","Straight fitting","1"
