"Item","Part No.","Description","Qty."
"1","00002884","Bolt  GB/T 16674  M10×100","2"
"2","10000252","Platform slider","4"
"3","00002572","Nut  GB/T 6183.1  M10","17"
"4","00000439","8813-38.1×44.45×50.8  Bearing","6"
"5","10000293","Outer arm 5","1"
"6","10000739","Inner arm 4","1"
"7","00002891","Bolt  GB/T 16674  M10×110","2"
"8","00001027","Bolt  GB/T 5782  M10×80","26"
"9","00000623","Nut  GB/T 6182  M10","26"
"10","00000568","898-38.1×638.5  Pin","15"
"11","00000565","898-38.1×199.5  Pin","4"
"12","10000256","Spacer sleeve","4"
"13","10011770","Collar","11"
"14","00000822","Screw  GB/T 70.3  M5×16","11"
"15","10005727","Inner arm 4","1"
"16","10006738","Outer arm 2","3"
"--","10014915","Left single link","1"
"--","10014914","Right single link","1"
"17","00000595","895-38.1×220  Pin","3"
"18","00000220","8902-10080  Pin","4"
"19","00005413","Bolt  GB/T 16674  M10×40","1"
"20","10005812","Inner arm 3","1"
"21","10007395","Outer arm 3","2"
"--","10014915","Left single link","1"
"--","10014916","Right single link 3","1"
"22","10014454","Cable bridge","2"
"23","10014451","Inner arm 2","1"
"24","10000255","Chassis slider","2"
"25","00002096","896B-38.1×25A  Pin","2"
