"Item","Part No.","Description","Qty."
"1","00002189","Hose assembly","1"
"2","00002190","Hose assembly","1"
"3","00002191","Hose assembly (JCPT1212AC, JCPT1412AC)","1"
"","00005411","Hose assembly (JCPT1612ACS)","1"
"4","00002192","Hose assembly","1"
"5","00011398","Hose assembly","1"
"6","00011397","Hose assembly","1"
"7","00011399","Hose assembly","1"
"8","00006927","Hose assembly","1"
"9","00001282","Straight fitting","4"
"10","00001264","Straight fitting","2"
"11","00001291","Straight fitting","1"
"12","00001776","Straight fitting","1"
"13","00001508","Straight fitting","2"
"14","00001292","Straight fitting","2"
"15","00001268","Straight fitting","1"
"16","00001778","Straight fitting","1"
"17","10000466","Fitting","1"
"18","00001835","Elbow","3"
"19","00001833","Elbow","1"
"20","00006447","Elbow","1"
"21","00001238","Tee fitting","1"
"22","00001073","Plug  VSTI14×1.5ED","3"
