"Item","Part No.","Description","Qty."
"16","10015319","Battery tray weldment (JCPT1612HA/AC, 
JCPT1614HA/AC)","1"
"17","00008417","Battery (JCPT0808HA/AC, JCPT0812HA/AC, 
JCPT1008HA/AC, JCPT1012HA/AC)","4"
"","00008416","Battery (JCPT1212HA/AC) (Need to install the liner 
10018772)","4"
"","00008412","Battery (JCPT1412HA/AC, JCPT1612HA/AC, 
JCPT1612HAS/ACS, JCPT1614HA/AC)","4"
"18","00000655","Power switch","1"
"19","00002573","Nut  GB/T 6183.1  M5","4"
"20","10000537","Half-round batten","2"
"21","00001059","Screw  GB/T 70.1  M10×30 (JCPT0812HA/AC, 
JCPT1012HA/AC, JCPT1212HA/AC, JCPT1412HA/AC, 
JCPT1612HAS/ACS)","1"
"","00002234","Screw  GB/T 70.1  M10×55 (JCPT1612HA/AC, 
JCPT1614HA/AC)","1"
"22","10014558","Bumper (JCPT0812HA/AC, JCPT1012HA/AC, 
JCPT1212HA/AC)","1"
"","10014559","Bumper (JCPT1412HA/AC, JCPT1612HAS/ACS)","1"
"","10014560","Bumper (JCPT1612HA/AC, JCPT1614HA/AC)","1"
"23","10000481","Latch (left)","1"
"24","00002866","Bolt  QC/T 340  M6×20","2"
"25","10000540","Handle hole ring","1"
"26","00001013","Screw  GB/T 973  M5×20","4"
"27","00000999","Screw  GB/T 973  M5×10","2"
"28","00000689","Charger (GPSC)","1"
"","00007684","Charger (EPC)","1"
"29","00001060","Screw  GB/T 818  M6×12 - H","4"
