"Item","Part No.","Description","Qty."
"1","10016383","Ground control box cover","1"
"2","00000742","Nut  GB/T 889.1  M6","6"
"3","85000165","Controller","1"
"4","00000778","Washer  GB/T 97.1  4","21"
"5","00000779","Washer  GB/T 93  4","17"
"6","00001236","Nut  GB/T 889.1  M4","20"
"7","10011476","Ground control box weldment","1"
"8","00000724","Connector","3"
"9","00000604","Screw  GB/T 70.1  M4×16","12"
"10","50000217","Hinge","2"
"11","00005259","Screw  GB/T 819  M4×14 - H","4"
"12","10004977","Terminal rail","1"
"13","00000605","Washer  GB/T 97.1  5","7"
"14","00000606","Washer  GB/T 93  5","7"
"15","00002391","Screw  GB/T 818  M5×8 - H","7"
"16","00000660","End, Fixation","2"
"17","00000659","End, Straight","4"
"18","00002593","End, Plate","1"
"19","00000661","End, Fuse","1"
"20","00000647","Relay","2"
"21","00000620","Washer  GB/T 97.1  6","8"
"22","10013770","Mounting plate","1"
"23","00000621","Washer  GB/T 93  6","4"
"24","00005449","Load sensor amplifier","1"
"25","00002026","Screw  GB/T 818  M4×10 - H","1"
"26","00002206","Relay","5"
"27","00000923","Emergency stop switch","1"
"--","00000754","Red mushroom head","1"
"--","00000752","Base with 1 NC contact","1"
