"Item","Part No.","Description","Qty."
"1","00003113","Return filter","1"
"--","00004416","Filter element","1"
"2","00001246","Screw  GB/T 70.1  M5×16","12"
"3","00000606","Washer  GB/T 93  5","14"
"4","00000605","Washer  GB/T 97.1  5","6"
"5","00002071","Straight fitting","2"
"6","10014364","Hydraulic tank weldment","1"
"7","00000520","Air cleaner","2"
"8","00000775","Bolt  GB/T 5783  M6×30","10"
"9","00000621","Washer  GB/T 93  6","24"
"10","00000620","Washer  GB/T 97.1  6","20"
"11","10011540","Cover weldment","1"
"12","10011541","Rubber pad","1"
"13","00000519","Suction filter","1"
"14","00001536","O-ring  As568A 82.22×2.62","1"
"15","00000619","Bolt  GB/T 5783  M6×25","6"
"16","00001836","Elbow","1"
"17","00001241","Tee fitting","2"
"18","00005691","Straight fitting","1"
"19","00001272","Straight fitting","1"
"20","50001437","Flange","1"
"21","00001076","Plug  VSTI20×1.5ED","1"
"22","50000523","Washer","1"
"23","50000197","G3/4  Plug","1"
"24","00000743","Bolt  GB/T 5783  M6×20","4"
"25","00001361","O-ring  GB1235-76  60×3.1","1"
"26","10017457","Bracket","1"
"27","00000818","Bolt  GB/T 5783  M6×16","4"
"28","00002583","Washer  GB/T 96.1  6","4"
