"Item","Part No.","Description","Qty."
"30","10011432","Main platform deck plate","1"
"31","10011418","Rear rail 1","1"
"32","10000302","Hinge B","1"
"33","10000299","Hinge A","1"
"34","00000818","Bolt  GB/T 5783  M6×16","12"
"35","00000621","Washer  GB/T 93  6","12"
"36","00000620","Washer  GB/T 97.1  6","12"
"37","10011427","Entry gate","1"
"38","00002604","Bolt  GB/T 5783  M8×40","1"
"39","00001163","Nut  GB/T 6182  M8","5"
"40","10011325","Latch handle","1"
"44","10011425","Rear rail 2","1"
"42","10012192","Inserted pin","2"
"43","10018899","Ring bracket","2"
"44","10018898","Ring","2"
"45","00000993","Bolt  GB/T 5783  M8×25","4"
