"Item","Part No.","Description","Qty."
"1","10009584","Pin","1"
"2","00002335","Bolt  GB/T 5782  M6×60","3"
"3","00001033","Nut  GB/T 6182  M6","3"
"4","10001569","Sensor bracket","1"
"5","00000644","Rotary sensor","1"
"6","00002415","Screw  GB/T 70.1  M4×30","2"
"7","00000779","Washer  GB/T 93  4","2"
"8","00000778","Washer  GB/T 97.1  4","2"
"9","10016634","Protect cover","1"
"10","00000876","Screw  GB/T 70.1  M6×16","2"
"11","00000621","Washer  GB/T 93  6","2"
"12","00000620","Washer  GB/T 97.1  6","2"
"13","00006176","8942-2555  Pin","2"
"14","00006178","8822-2511  Bearing","6"
"15","10009583","Link plate","1"
"16","10009587","Bracket","1"
"17","00002575","Nut  GB/T 6183.1  M8","4"
"18","00000608","Washer  GB/T 97.1  8","4"
"19","00002488","Bolt  GB/T 5783  M8×35","4"
"20","10009582","Link plate","1"
