"Item","Part No.","Description","Qty."
"1","10010981","Outrigger cover (without bubble level)","1"
"","10012159","Outrigger cover (with bubble level)","1"
"2","00007660","Bolt  GB/T 5782  M8×220","8"
"3","00000609","Washer  GB/T 93  8","12"
"4","00000608","Washer  GB/T 97.1  8","12"
"5","10010273","Rubber block","2"
"6","00000829","Screw  GB/T 70.3  M6×12","6"
"7","00000748","Limit switch","2"
"8","10010155","Switch bracket","1"
"9","00001246","Screw  GB/T 70.1  M5×16","8"
"10","00000606","Washer  GB/T 93  5","8"
"11","00000605","Washer  GB/T 97.1  5","8"
"12","00001061","Screw  GB/T 70.1  M8×20","4"
"13","10010981","Outrigger cover","1"
"14","00002563","Screw  GB/T 70.1  M10×65","4"
"15","00000615","Washer  GB/T 97.1  10","10"
"16","10010158","Signal plate","2"
"17","10010173","Spacer sleeve","4"
"18","10021582","Cover 2","1"
"19","00000620","Washer  GB/T 97.1  6","6"
"20","00000621","Washer  GB/T 93  6","6"
"21","00000818","Bolt  GB/T 5783  M6×16","6"
"22","","Left outrigger cylinder assembly (refer to 402.1)","1"
"23","10010132","Outrigger seat","2"
"24","10012523","Outrigger support frame","2"
"25","00000814","Washer  GB/T 97.1  12","8"
"26","00000815","Washer  GB/T 93  12","8"
"27","00002527","Bolt  GB/T 5782  M12×80","8"
"28","10010157","Switch bracket","1"
