"Item","Part No.","Description","Qty."
"1","00002604","Bolt  GB/T 5783  M8×40","1"
"2","10017938","Base plate","1"
"3","10017895","Hose clamp","2"
"4","10018063","Cover","1"
"5","00000605","Washer  GB/T 97.1  5","4"
"6","00000606","Washer  GB/T 93  5","4"
"7","00001252","Screw  GB/T 70.1  M5×12","4"
"8","00006183","Cover","24"
"9","00006128","Water-proof joint  M20×1.5","33"
"10","00006177","Cover","17"
"11","10009674","Block","8"
"12","","Rotary sensor assembly (refer to 211.1)","1"
"13","","Lift cylinder assembly (refer to 401.1)","1"
"14","10016401","Pin","1"
"15","00001050","Washer  GB/T 97.1  20","2"
"16","00002219","Washer  GB/T 93  20","2"
"17","00002264","Bolt  GB/T 5783  M20×40","1"
"18","00004483","Grease nipple  GB/T 1152  M10×1","17"
"19","00000857","Screw  GB/T 70.3  M12×40","1"
"20","10009370","Pin","1"
"21","10009673","Block","16"
