"Item","Part No.","Description","Qty."
"1","00001003","Screw  GB/T 973  M4×12","6"
"2","50000099","Copper bar 3","2"
"3","00000757","Fuse seat","1"
"4","00001031","350A  Fuse assembly","2"
"--","00000758","350A  Fuse","1"
"--","00000757","Fuse seat","1"
"5","00001034","Screw  GB/T 70.1  M6×25","8"
"6","00000621","Washer  GB/T 93  6","10"
"7","00000620","Washer  GB/T 97.1  6","16"
"8","00000641","Motor controller (ZAPI)","2"
"","00014123","Motor controller (SZ)","2"
"9","00000745","Bolt  GB/T 5783  M6×12","2"
"10","10012522","Bracket","1"
"11","00001825","Water-proof joint  M12","1"
"12","00006828","Wrench  GB/T  5356-3","1"
"13","00002212","Horn","1"
"14","00004438","Alarm","1"
"15","00000876","Screw  GB/T 70.1  M6×16","3"
"16","00001063","Bolt  GB/T 5783  M8×16","4"
"17","00000609","Washer  GB/T 93  8","4"
"18","00000608","Washer  GB/T 97.1  8","8"
"19","10013703","Cover","1"
"20","00001824","Clip 32","2"
"21","00004385","Screw  GB/T 823  M4×8","2"
"22","10004795","Handle","1"
"23","10004798","Handle grip","1"
"24","00001041","Bolt  GB/T 5783  M10×40","1"
"25","00001028","Washer  GB/T 96.1  10","2"
"26","00000623","Nut  GB/T 6182  M10","1"
