"Item","Part No.","Description","Qty."
"1","00002000","Washer  GB/T 96.1  8","4"
"2","00002560","Screw  GB/T 70.1  M8×30","4"
"3","10011228","Cable bridge weldment","1"
"4","00001063","Bolt  GB/T 5783  M8×16","8"
"5","00000609","Washer  GB/T 93  8","8"
"6","00000608","Washer  GB/T 97.1  8","8"
"7","00001165","Screw  GB/T 70.1  M6×45","8"
"8","00000749","Limit switch","2"
"9","00002575","Nut  GB/T 6183.1  M8","4"
"10","10011865","Switch bracket","1"
"11","00002574","Nut  GB/T 6183.1  M6","8"
"12","00002337","Screw  GB/T 819  M5×12 - H(option)","4"
"13","10023382","Mounting plate(option)","1"
"14","10023381","Plug bracket (option)","1"
"15","00008074","Plug (option)","1"
"16","00000605","Washer  GB/T 97.1  5 (option)","12"
"17","00000606","Washer  GB/T 93  5 (option)","12"
"18","00008589","Bolt  GB/T 5782  M5×70 (option)","8"
"19","00002863","Bolt  QC/T 340  M6×10","1"
"20","10002979","Ground strap","1"
"21","10011223","Cable bridge weldment","1"
"22","00002238","Screw  GB/T 70.1  M10×35","8"
"23","00000679","Washer  GB/T 93  10","12"
"24","00000615","Washer  GB/T 97.1  10","12"
"25","10010171","Bumper","4"
"26","00000678","Bolt  GB/T 5783  M10×25","4"
"27","10017948","Ladder (JCPT2212DC)","1"
"","10017956","Ladder (JCPT1912DC)","1"
"28","10014952","Switch bracket","1"
