"Item","Part No.","Description","Qty."
"1","10011455","Left extension rail","1"
"2","50000555","Manual box","1"
"3","00002523","Screw  GB/T 973  M5×16","4"
"4","00002573","Nut  GB/T 6183.1  M5","4"
"5","10011337","Cotter pin","3"
"6","10011458","Front rail","1"
"7","00006173","Platform control box assembly (refer to 303.1)","1"
"8","10011382","Platform control box mount bracket","1"
"","10017028","Platform control box mount bracket (with cover)","1"
"9","00001986","Screw  GB/T 818  M6×16 - H","4"
"10","10011451","Right extension rail","1"
"11","10017943","Extension deck weldment","1"
"12","10012191","Baffle plate","2"
"13","10011377","Baffle plate","2"
"14","10011378","Spacer sleeve","4"
"15","10013529","Limit plate","1"
"16","10000396","Lock pin","1"
"17","00005257","Bolt  GB/T 5782  M10×65","4"
"18","00000615","Washer  GB/T 97.1  10","4"
"19","00001996","Rivet  GB/T 12618.4  4.8×12","32"
"20","10017939","Platform extension deck plate","1"
"21","00001163","Nut  GB/T 6182  M8","2"
"22","00000608","Washer  GB/T 97.1  8","4"
"23","00003136","Screw  GB/T 70.1  M8×55","2"
"24","10011275","Roller","2"
"25","00001249","Nut  GB/T 6182  M12","6"
"26","00000814","Washer  GB/T 97.1  12","12"
"27","00004028","Bolt  GB/T 5782  M12×70","6"
"28","10011470","Lock handle weldment","1"
