"Item","Part No.","Description","Qty."
"1","00001030","Screw  GB/T 70.1  M5×10","9"
"2","00000606","Washer  GB/T 93  5","9"
"3","10014250","Bumper strip","1"
"4","10011179","Front door","1"
"5","00000832","Screw  GB/T 70.3  M6×25","6"
"6","00002574","Nut  GB/T 6183.1  M6","6"
"7","10011979","Handle","3"
"8","10002550","Magnet","2"
"9","10011181","Rear door","1"
"10","00001986","Screw  GB/T 818  M6×16 - H","6"
"11","00000620","Washer  GB/T 97.1  6","16"
"12","10014251","Bumper strip","1"
"13","10014253","Baffle plate","1"
"14","00000876","Screw  GB/T 70.1  M6×16","4"
"15","00000621","Washer  GB/T 93  6","4"
"16","00001033","Nut  GB/T 6182  M6","6"
"17","10002660","Hinge","1"
"18","10013713","Plexiglass plate","1"
"19","00000613","Nut  GB/T 6182  M5","4"
"20","00000605","Washer  GB/T 97.1  5","4"
"21","10013711","Control door weldment","1"
"22","00001991","Rivet  GB/T 12618.4  4.8×16 (option)","8"
"23","10001178","Inserted pin (option)","8"
