"Item","Part No.","Description","Qty."
"1","00006184","895-30080  Pin","2"
"2","00000219","8902-10060  Pin","8"
"3","00002873","Bolt  QC/T 340  M10×20","8"
"4","00006175","8812-303440  Bearing","4"
"5","00004610","8832-32  Bearing","4"
"6","00005022","8822-3025  Bearing","4"
"7","","Left pothole protection cylinder assembly (left side)   
(refer to 404.1)","1"
"","","Right pothole protection cylinder assembly (right side)   
(refer to 405.1)","1"
"8","00004613","895-30065  Pin","2"
"9","00000080","895-30110  Pin","4"
"10","10011197","Pothole guard weldment (left side)","1"
"","10011194","Pothole guard weldment (right side)","1"
"11","10011209","Switch cover","2"
"12","00000876","Screw  GB/T 70.1  M6×16","12"
"13","00000621","Washer  GB/T 93  6","12"
"14","00000620","Washer  GB/T 97.1  6","12"
"15","00001054","Screw  GB/T 70.1  M4×12","8"
"16","00002228","Screw  GB/T 70.1  M4×25","8"
"17","00000748","Limit switch","4"
"18","10011208","Switch bracket","4"
