"№ 
п/п","Код материалов","Наименование и 
спецификация","Версия","Кол-
во","Примечание"
"4","02552900300400001","Сварной элемент стрелы 
второй секции","B","1",""
"21","1040302489","Шайба","B","27","GB/T97.1-2002"
"26","1040302490","Шайба","B","15","GB/T97.1-2002"
"34","1040200507","Гайка","А","1","GB/T889.1-2000"
"35","02552900302350000","Опора валика","B","1",""
"36","02552900302201200","Стержень болта","А","2",""
"37","02552900302341020","Втулка","А","6",""
"38","1040000227","Болт","А","1","JB/T5782-2000"
"39","00771900301001240","Роликовый шкив","А","6",""
"40","00771900301001250","Боковая планка","А","2",""
"41","1040200504","Гайка","А","8","GB/T889.1-2000"
"42","1040002433","Болт","А","2","JB/T5783-2000"
"43","1040302489","Шайба","B","46","GB/T97.1-2002"
"44","00772700301470000","Штифт","B","2",""
"45","00771600301001470","Износостойкая прокладка  Ⅱ","B","16",""
"46","02552900302201320","Оцинкованный стальной трос 
для втягивающей верхней 
стрелы","А","2","PT07=21_Оцинкованный 
стальной трос"
"47","00772700302250000","Шкив втягивающей башенной 
стрелы","B","2",""
"48","02552900302201140","Перегородка троса IV","B","1",""
"49","1040101643","Винт","А","8","GB/T70.1-2000"
"50","00772700302251020","Ствол вала","А","2",""
"51","00772700302201211","Подшипник, не требующий 
смазки","А","4",""
"52","02552900301601020","Скоба","А","2",""
"53","02552900301601030","Регулировочная шайба","А","6",""
"54","1040300771","Шайба","А","20","GB/T97.1-2002"
"55","1040002555","Болт","А","20","JB/T5783-2000"
