"№ 
п/п","Код материалов","Наименование и 
спецификация","Версия","Кол-
во","Примечание"
"5","00773400300001140","Регулировочная шайба  Ⅴ","B","14",""
"7","00773400300001131","Регулировочная шайба (2 мм)","А","20",""
"8","00773700303000000","Узлы ползуна","А","12",""
"10","1040302489","Шайба","B","76","GB/T97.1-2002"
"11","1040002434","Болт","А","33","JB/T5783-2016"
"12","1040301515","Шайба","А","26","GB/T97.1-2002"
"13","1040103110","Винт","А","12","GB/T70.1-2000"
"15","1040004517","Болт","А","8","JB/T5783-2000"
"22","00773400300001101","Регулировочная шайба (3 мм))","А","4",""
"23","00773400312600000","Узлы ползуна","B","4",""
"25","00773700200001050","Штифт","B","2",""
"26","1040004518","Болт","А","4","JB/T5783-2000"
"27","1040002439","Болт","А","3","JB/T5783-2000"
"28","1040101493","Винт","А","4","GB/T70.1-2000"
"29","1040004565","Болт","А","4","JB/T5783-2016"
"30","1040103114","Винт","А","2","GB/T70.1-2000"
"31","1040200504","Гайка","А","4","GB/T889.1-2000"
"32","00773400200001010","Подшипник","C","12",""
"33","00772700200001150","Прокладочное кольцо III","А","1",""
"34","00773700400001140","Подшипник","А","6",""
"35","00772700200001130","Прокладочное кольцо I","А","2",""
"36","00772700200001140","Прокладочное кольцо II","А","1",""
"37","00772700202400000","Левая скоба","А","1",""
"38","00772700200001090","Подшипник","А","2",""
"39","00772700200001120","Отбойный упор","А","1",""
"40","00772700200001111","Регулирующая прокладка 
телескопического цилиндра","А","6",""
"41","00772700202200000","Правая скоба","А","1",""
"42","00772100200001200","Защитный кожух датчика","А","2",""
"43","00772700200001071","Ползун гидроцилиндра  Ⅰ","А","1",""
"44","02552900200001050","Ползун гидроцилиндра  ⅠⅠ","А","1",""
"45","00773400300001200","Стопорный штифт","F","5",""
"46","00773400200001070","Стопорный штифт","F","3",""
"47","1040103076","Винт","А","4","GB/T70.3-2008"
"48","00772700200001101","Скоба I","А","2",""
"49","00772700200001050","Штифт V","B","1",""
