"№ 
п/п","Код материалов","Наименование и 
спецификация","Версия","Кол-
во","Примечание"
"53","1081011721","Поршневое уплотнительное 
кольцо","А","1",""
"54","1040101152","Винт","А","1",""
"55","00772702801200001","Поршень","А","1",""
"56","1081000594","О-образное кольцо","А","1",""
"57","1081008145","Стопорное кольцо","А","2",""
"58","1081008307","О-образное кольцо","А","1",""
"59","1081008320","Стопорное кольцо","А","1",""
"60","00772702801200002","Направляющая втулка","А","1",""
"61","1081011578","Уплотнительное кольцо STd","А","1",""
"62","1081401904","Направляющее кольцо","А","2",""
"63","1081011852","U-образное кольцо","А","1",""
"64","1081200394","Пылезащитное кольцо","А","1",""
"65","00772702801201000","Корпус цилиндра","А","1",""
"66","00772702801202000","Поршневой шток","А","1",""
