"№ 
п/п","Код материалов","Наименование и 
спецификация","Версия","Кол-
во","Примечание"
"39","1021904035","Крепежный кабельный ввод","А","1","HSK-M16B"
"40","1029900397","Штепсель ITT","А","2","192900--0072"
"41","1022200684","Розетка ITT","А","1","192900--0431"
"42","02553206200530035","Фундаментная плита для 
электрического монтажа","А","1",""
"43","1029901278","Самозажимающийся крепежный 
элемент","B","2","UKJ-2G4(GY)"
"44","1029904980","Соединительный зажим","А","11","2004--1301"
"45","1022270264","Торцевая пластина","А","3","281--335"
"46","1022270003","Диодный соединительный зажим","А","3","281-665/281-400"
"47","1029908972","Соединительный зажим","B","6","UJ6-4/1×2JD"
"48","1029906870","Клемма предохранителя","А","19","2006-1681.1000-
449"
"49","1020600074","Предохранитель","B","7","0287010"
"50","1020600107","Предохранитель","B","3","0287010"
"51","1020600116","Предохранитель","B","1","0287003"
"52","1020600109","Предохранитель","B","3","0287025"
"53","1020602747","Предохранитель","B","4","287020"
"54","1020600110","Предохранитель","B","2","287030"
"55","1029905163","Торцевая пластина","А","1","2006--1692"
"56","1022290054","Закорачивающая плита","А","18","2006--402"
