"№ 
п/п","Код материалов","Наименование и 
спецификация","Версия","Кол-
во","Примечание"
"5","1029900403","Защитная оболочка розетки","А","1",""
"10","1029907616","Анеморумбограф","А","1",""
"16","1020700955","Защитная оболочка штепселя","А","1",""
"22","1020700953","Защитная оболочка розетки","А","1",""
"28","1029906298","Концевой выключатель 
1NO+1NC","А","2",""
"34","00772706200230081","Пучок защиты от выдавливания","B","1",""
"38","1020704347","Шестижильная розетка","B","1",""
"43","1020704348","Шестижильная розетка","B","1",""
"47","1020202285","Датчик веса","А","1","SLB625D"
"50","1020704310","Розетка под тройной штепсель с 
кожухом","B","1","ATM04-3P"
"53","1020704289","Тройной штепсель с кожухом","","","ATM06-3S"
"57","1020521022","Педальный переключатель","А","1","FS-5G-20-C(hole)"
"59","1022259178","Защитная оболочка штепселя","А","1","DT06-3S"
"61","1021404015","Датчик угла наклона","C","1","MSS-530"
