"№ 
п/п","Код материалов","Наименование и 
спецификация","Версия","Кол-
во","Примечание"
"4","02552900300400001","Сварной элемент стрелы второй 
секции","B","1",""
"43","1040302489","Шайба","B","46","GB/T97.1-2002"
"54","1040300771","Шайба","А","20","GB/T97.1-2002"
"55","1040002555","Болт","А","20","JB/T5783-2000"
"62","1040002434","Болт","А","20","JB/T5783-2016"
"138","1040201882","Гайка","А","6","JB/T6172-2000"
"139","00772100301201120","Болт","C","6",""
"140","1040302480","Шайба","B","2","GB/T96.1-2002"
"141","1040000135","Болт","А","2","JB/T5783-2000"
"142","00772700301201050","Регулировочная шайба","B","4",""
"143","00772500301601040","Верхний ползун I","B","1",""
"144","00772700301201040","Регулировочная шайба","B","8",""
"145","00772500301601050","Верхний ползун III","C","1",""
"146","02552900301601110","Верхняя щеточная доска","А","1",""
"147","02552900301601120","Верхняя прижимная планка","А","1",""
"148","02552900301601091","Боковая щеточная доска","А","2",""
"149","02552900301601100","Боковая прижимная планка","А","2",""
"150","02552900301620000","Ползун","B","2",""
"151","00772500301601020","Регулировочная шайба","B","6",""
"152","1040002435","Болт","А","16","JB/T5783-2016"
"153","00772700301830000","Ползун","А","2",""
"154","00772700301601070","Регулировочная шайба","B","6",""
