"№ 
п/п","Код материалов","Наименование и 
спецификация","Версия","Кол-
во","Примечание"
"15","1020521445","Качающийся переключатель","А","9","TN8A_107EY_N_C/H01"
"16","1020521443","Качающийся переключатель","А","2","TN8A_101EY_N_C/H01"
"17","1020810958","Качающийся переключатель","А","2","TN8A_108EY_N_C/H01"
"18","1029907663","Водонепроницаемый чехол","А","1","D-15-PBM-12M"
"19","1029805597","Кнопка","А","1","PBM-12M11-DS-N- 
NNB1S"
"20","1022099109","Дисплей","А","1","DL-DIS55"
"21","1029802085","Нейлоновая заглушка","А","7","DPK-M12B"
"22","1029804205","Затяжная гайка","А","7","GMK-M12B"
"23","1020521444","Качающийся переключатель","А","1","TN8A_103EY_N_C/H01"
"24","1020520994","Рычаг","А","1","D10BHD2AK4ZOZ LG"
"25","1040001122","Болт","А","8","JB/T5783-2000"
"26","1040300514","Шайба","А","8","GB/T97.1-2002"
"27","1020520995","Потенциометр","А","1","DD40HS1ZLG"
"28","00772706200210030","Электрический шкаф 
управления платформой","B","1",""
"29","1020520993","Рычаг","А","1","D10AHS2AK2ZOZ LG"
