"№ 
п/п","Код материалов","Наименование и 
спецификация","Версия","Кол-
во","Примечание"
"67","1081000520","О-образное кольцо","А","1","GB/T3452.1-1992"
"68","1081008033","Стопорное кольцо","А","2",""
"69","1081011722","Поршневое уплотнительное 
кольцо","А","1",""
"70","1040100367","Винт","А","1","JB/T78-2000"
"71","00772702801400001","Поршень","А","1",""
"72","00772702801401000","Корпус цилиндра","А","1",""
"73","00772702801402000","Поршневой шток","А","1",""
"74","1081000449","О-образное кольцо","А","1","GB/T3452.1-1992"
"75","1081007773","Стопорное кольцо","А","1",""
"76","00772702801400002","Направляющая втулка","А","1",""
"77","1081011574","Уплотнительное кольцо STd","А","1",""
"78","1081401905","Направляющее кольцо","А","2",""
"79","1081011853","U-образное кольцо","А","1",""
"80","1081200822","Пылезащитное кольцо","А","1",""
