"№ 
п/п","Код материалов","Наименование и 
спецификация","Версия","Кол-
во","Примечание"
"2","02556500300800000","Сварная деталь стрелы 
четвертой секции","B","1",""
"180","1040100421","Винт","А","4","GB/T70.3-2000"
"181","00772700300001040","Ограничительный планка","А","2",""
"182","02552900300001030","Штифт цилиндра выравнивания 
консоли","А","1",""
"183","00772700300001080","Подшипник, не требующий 
смазки","А","4",""
"184","02552900300001080","Прокладочное кольцо","А","1",""
"185","02552900301000000","Выравнивающий цилиндр 
консоли","А","1",""
"186","1040004033","Болт","А","3","JB/T5783-2000"
"187","1040302489","Шайба","B","7","GB/T97.1-2002"
"188","02552900300001110","Кронштейн основного клапана","А","1",""
"189","1040002433","Болт","А","4","JB/T5783-2000"
"190","00772700300001010","Штифт консоли","B","2",""
"191","1040302492","Шайба","B","2","GB/T97.1-2002"
"192","00773400400001250","Стопорный штифт","E","2",""
"193","1040002447","Болт","А","2","JB/T5783-2000"
