"№ 
п/п","Код материалов","Наименование и 
спецификация","Версия","Кол-
во","Примечание"
"241","1040100369","Винт","","1","JB/T78-2000"
"242","02552900301000001","Поршень","","1",""
"243","1081401912","Направляющее кольцо","","1","HGR135×140× 
15S108-H3"
"244","1081008389","Поршневое уплотнительное 
кольцо","","1","780--5002210"
"245","1081200465","О-образное кольцо","","1","GB/T3452.1-2005"
"246","1081007673","Стопорное кольцо","","2","PW1-B"
"247","02552900301001000","Корпус цилиндра","","1",""
"248","02552900301002000","Поршневой шток","","1",""
"249","1040100368","Винт","","1","JB/T78-2000"
"250","1040300275","Стопорное кольцо","","1","GB/T895.1-1986"
"251","1054400057","Комбинированная втулка","","1","SF-1 8040"
"252","1081000557","О-образное кольцо","","1","GB/T3452.1-2005"
"253","1081007791","Стопорное кольцо","","1","PW1"
"254","02552900301000002","Направляющая втулка","","1",""
"255","1081007415","Уплотнительное кольцо STd","","1","A16MR00800NHLX"
"256","1081004485","Уплотнительные узлы стержня 
поршня модели ZBR","","1","MPS-080-095-11.4- 
ZBR"
"257","1081200811","Пылезащитное кольцо","","1","FE080088"
"258","02552900301000003","Нажимная крышка","","1",""
