"Item","Part No.","Description","Qty."
"27","","Function manifold assembly (refer to 112.1)","1"
"28","00000615","Washer  GB/T 97.1  10","20"
"29","00000679","Washer  GB/T 93  10","20"
"30","00000678","Bolt  GB/T 5783  M10×25","8"
"31","","Manual pump assembly (refer to 113.1)","1"
"32","00000674","Bolt  GB/T 5783  M10×20","8"
"33","","Pump motor assembly (refer to 114.1)","1"
"34","10013774","Battery unit","1"
"35","","Beacon assembly (refer to 106.1)","1"
"36","00001033","Nut  GB/T 6182  M6","6"
"37","00000832","Screw  GB/T 70.3  M6×25","3"
"38","10011235","Locating plate","1"
"39","00000995","Bolt  GB/T 5783  M8×30","4"
"40","00002575","Nut  GB/T 6183.1  M8","4"
"41","10011234","Locating plate","1"
