"Item","Part No.","Description","Qty."
"1","00007241","Solenoid valve (SV6)","1"
"2","00007232","Valve body","1"
"3","00001073","Plug  VSTI14×1.5ED","2"
"4","00008783","Check valve (CV1, CV2, CV3)","3"
"5","00002998","Plug  SAE4","24"
"6","00008822","Lock sheet","2"
"7","00008823","Screw  GB/T 818  M6×8-H","2"
"8","00007158","Flow control valve (FC1)","1"
"9","00006735","Washer","2"
"10","00006733","Coil","9"
"11","00004371","Nut","6"
"12","00007242","Solenoid valve spool (SV7)","1"
"13","00003361","Plug  SAE6","7"
"14","00007239","Solenoid valve spool (SV10)","1"
"15","00003017","Nut","1"
"16","00007240","Relief valve (RV4)","1"
"17","00007149","Relief valve (RV1)","1"
"18","00007148","Solenoid valve spool (SV2, SV3, SV4, SV5)","4"
"","00009652","Solenoid valve spool (SV2, SV3, SV4, SV5)","4"
"19","00007147","Solenoid valve spool (SV1)","1"
"20","00007144","Relief valve (RV2, RV3)","2"
"21","00004307","Proportional valve (SV8, SV9)","2"
"22","00003319","Coil","4"
"23","00003353","Nut","2"
"24","00002999","Plug  SAE2","19"
"25","00004332","Plug  SAE10","1"
"26","00007143","Pilot-operated check valve (POC1, POC2, POC3, POC4)","4"
