"Item","Part No.","Description","Qty."
"1","00002071","Straight fitting","1"
"2","","Function manifold (refer to 406.1, 406.2, 406.3)","1"
"3","10014193","Function manifold bracket","1"
"4","00000615","Washer  GB/T 97.1  10","4"
"5","00000679","Washer  GB/T 93  10","4"
"6","00000678","Bolt  GB/T 5783  M10×25","4"
"7","00003696","Straight fitting","2"
"8","00001282","Straight fitting","14"
"9","00001237","Tee fitting","2"
"10","00001832","Elbow","2"
"11","00001264","Straight fitting","3"
"12","00001073","Plug  VSTI14×1.5ED","1"
