"Item","Part No.","Description","Qty."
"24","09640115","Decal, Cosmetic-JCPT1912DC (JCPT1912DC)","2"
"25","09440007","Decal, Caution-Max. manual force 400N","2"
"26","09310050","Decal, Instructions-Tie down point","4"
"27","09310049","Decal, Instructions-Lift point","4"
"28","09440212","Decal, Warning-Crushing hazard","2"
"29","09540001","Decal, Label-CE","1"
"30","09310349","Decal, Notice-Main power switch operation","2"
"31","09410003","Decal, Warning-Inspected and operation properly","1"
"32","09310343","Decal, Instructions-Grease filling port","1"
"33","09330018","Decal, Instructions-Grease filling port","1"
"34","09310052","Decal, Instructions-Highest oil level","1"
"35","09310053","Decal, Instructions-Lowest oil level","1"
"36","09310054","Decal, Instructions-Hydraulic","1"
"37","09310356","Decal, Symbols-Emergency operating instructions","1"
"","09310523","Decal, Symbols-Emergency operating instructions","1"
