"Item","Part No.","Description","Qty."
"25","09640115","Decal, Cosmetic- JCPT1912DC (JCPT1912DC)","2"
"","09640143","Decal, Cosmetic-JCPT2212DC (JCPT2212DC)","2"
"26","09440072","Decal, Symbols-Max. manual force 400N","2"
"27","09310094","Decal, Instructions-Tie down point","4"
"28","09310095","Decal, Instructions-Lift point","4"
"29","09440212","Decal, Warning-Crushing hazard","2"
"30","09540001","Decal, Label-CE","1"
"31","09310354","Decal, Notice-Main power switch operation","2"
"32","09310355","Decal, Symbols-Battery charging instructions","1"
"33","09310347","Decal, Instructions-Grease filling port","1"
"34","09330021","Decal, Instructions-Grease filling port","1"
"35","09310052","Decal, Instructions-Highest Hydraulic Oil Level","1"
"36","09310053","Decal, Instructions-Lowest Hydraulic Oil Level","1"
"37","09310073","Decal, Instructions-Hydraulic Oil","1"
"38","09310356","Decal, Symbols-Emergency operating instructions","1"
"","09310523","Decal, Symbols-Emergency operating instructions","1"
