"Item","Part No.","Description","Qty."
"1","","Hydraulic tank assembly (refer to 110.1)","1"
"2","00000993","Bolt  GB/T 5783  M8×25","8"
"3","00000609","Washer  GB/T 93  8","8"
"4","00002000","Washer  GB/T 96.1  8","8"
"5","00001030","Screw  GB/T 70.1  M5×10","9"
"6","00000606","Washer  GB/T 93  5","9"
"7","10014251","Bumper strip","1"
"8","10011184","Rear door","1"
"9","00000832","Screw  GB/T 70.3  M6×25","6"
"10","00002574","Nut  GB/T 6183.1  M6","6"
"11","10011979","Handle","3"
"12","10011179","Front door","1"
"13","10014250","Bumper strip","1"
"14","10014249","Baffle plate","1"
"15","00000876","Screw  GB/T 70.1  M6×16","4"
"16","00000621","Washer  GB/T 93  6","4"
"17","00000620","Washer  GB/T 97.1  6","4"
"18","10011233","Cover","1"
"19","00001166","Screw  GB/T 818  M6×20 - H","4"
