"Item","Part No.","Description","Qty."
"1","10025308","Outrigger cylinder","1"
"2","10000001","Pin","1"
"3","00002999","Plug  SAE2","2"
"4","00001111","Plug  VSTI1/4ED","2"
"5","00001294","Straight fitting","2"
"6","00002003","Screw  GB/T 79  M8×10","1"
"7","10020349","Ball","1"
"8","00000683","Bolt  GB/T 5783  M10×30","4"
"9","00000679","Washer  GB/T 93  10","4"
"10","00000615","Washer  GB/T 97.1  10","4"
"11","10004004","Retainer","1"
"12","10003999","Outrigger footpad","1"
"13","00009954","Seal kit","1"
"14","00002998","Plug  SAE4","7"
"15","00004592","Coil","1"
"16","00009455","Solenoid valve spool (SV12, SV13, SV14, SV15)","1"
"17","00009755","Counterbalance valve spool (CB4)","1"
"18","00009253","Pilot-operated check valve (PC1, PC2, PC3, PC4)","1"
