"Item","Part No.","Description","Qty."
"1","09340001","Decal, Notice-Keep the manual with the machine","1"
"2","09440119","Decal, Danger-Tip-over hazard, tilt-alarm","2"
"3","09440001","Decal, Danger-General safety rules","2"
"4","09340070","Decal, Symbols-Non operating hand position","5"
"5","09340003","Decal, Instructions-Refer the operator to the instructions 
for use","2"
"6","09440059","Decal, Label-Lanyard anchorage point","16"
"7","09440212","Decal, Warning-Crushing hazard","4"
"8","09430003","Decal, Danger-Keep away from moving parts","2"
"9","09430001","Decal, Danger-Safety arm","2"
"10","09420005","Decal, Warning-Collision hazard","4"
"11","09310470","Decal, Instructions-Maximum wheel load 2480kg 
(JCPT1523RTL)","4"
"","09310471","Decal, Instructions-Maximum wheel load 2680kg 
(JCPT1823RTL)","4"
"12","09310050","Decal, Instructions-Tie down point","4"
"13","09310049","Decal, Instructions-Lift point","4"
"14","09310473","Decal, Instructions-Maximum outrigger load 2480kg 
(JCPT1523RTL)","4"
"","09310474","Decal, Instructions-Maximum outrigger load 2680kg 
(JCPT1823RTL)","4"
"15","09410157","Decal, Symbols-Outrigger using warning","4"
"16","09410069","Decal, Warning-Crushing hazard, outrigger","4"
"17","09410239","Decal, Symbols-Slope rating (JCPT1523RTL)","1"
"","09410234","Decal, Symbols-Slope rating (JCPT1823RTL)","1"
"18","09310144","Decal, Instructions-Diesel","2"
"19","09410003","Decal, Warning-Inspected and operation properly","1"
"20","09310146","Decal, Instructions-Hydraulic","2"
"21","09310053","Decal, Instructions-Lowest oil level","1"
"22","09310052","Decal, Instructions-Highest oil level","1"
"23","09540001","Decal, Label-CE","2"
