"Item","Part No.","Description","Qty."
"1","00010787","Valve body","1"
"2","00001073","Plug  VSTI14×1.5ED","1"
"3","00003591","Relief valve (RV5)","1"
"4","00003296","Flow control valve (FC2)","1"
"5","00004874","Relief valve (RV3)","1"
"6","00004326","Relief valve (RV1)","1"
"7","00001075","Plug  VSTI18×1.5ED","1"
"8","00010934","Relief valve (RV2)","1"
"9","00010936","Plug","1"
"10","00003590","Check valve (CV1,CV2,CV3)","3"
"11","00003361","Plug  SAE6","5"
"12","00002998","Plug  SAE4","29"
"13","00000292","Orifice  M8×1_Φ0.8","1"
"14","00009358","Flow control valve (FC1)","1"
"15","00010937","Solenoid valve spool (SV7,SV8)","2"
"16","00003352","Nut","7"
"17","00003320","Coil","7"
"18","00003301","Solenoid valve spool (SV4,SV5)","2"
"19","00003300","Solenoid valve spool (SV3)","1"
"20","00010935","Logic element","1"
"21","00010933","Proportional valve (PV1)","1"
"22","00003317","Coil","1"
"23","00004318","Nut","1"
"24","00009360","Solenoid valve (SV9)","1"
"25","00009359","Solenoid valve (SV11)","1"
"26","00006445","Relief valve (RV4)","1"
"27","00004310","Solenoid valve spool (SV10)","1"
"28","00003319","Coil","3"
"29","00003353","Nut","2"
