"Item","Part No.","Description","Qty."
"1","00002573","Nut  GB/T 6183.1  M5","4"
"2","10004200","Bumper","2"
"3","00001173","Screw  GB/T 70.2  M5×20","4"
"4","10004269","Right extension rail","1"
"5","00003956","Bolt  GB/T 16674  M10×70","6"
"6","00002572","Nut  GB/T 6183.1  M10","13"
"7","00001066","Bolt  GB/T 5782  M6×55","1"
"8","10004170","Catch clip","1"
"9","00001033","Nut  GB/T 6182  M6","1"
"10","","Platform locking device assembly (refer to 307.1)","1"
"11","00002512","Bolt  GB/T 5782  M10×70","1"
"12","10000376","Bumper","2"
"13","00000684","Bolt  GB/T 5783  M10×35","4"
"14","10004108","Locating plate 1","1"
"15","10004206","Lock tooth","1"
"16","10004205","Lock tooth seat","1"
"17","10004201","Lock seat","1"
"18","00000838","Screw  GB/T 70.3  M8×25","2"
"19","","Side roller assembly (refer to 304.1)","4"
"20","00002599","Bolt  GB/T 5782  M6×65","8"
"21","00002059","Bolt  GB/T 5783  M12×30","2"
"22","00002576","Nut  GB/T 6183.1  M12","2"
"23","00001991","Rivet  GB/T 12618.4  4.8×16","16"
"24","10000136","Rubber plate","1"
"25","00000846","Screw  GB/T 70.3  M10×25","4"
"26","10004178","Washer","4"
"27","00001295","Bearing  GB/T 276-1994 - 6204","6"
"28","10004177","Roller","2"
"29","10004176","Roller bracket 1","2"
