"Item","Part No.","Description","Qty."
"1","10026110","Front door weldment, left","1"
"2","00000831","Screw  GB/T 70.3  M6×20","40"
"3","10004083","Hinge","4"
"4","00000683","Bolt  GB/T 5783  M10×30","8"
"5","00000615","Washer  GB/T 97.1  10","20"
"6","00000623","Nut  GB/T 6182  M10","10"
"7","00000620","Washer  GB/T 97.1  6","24"
"8","00001033","Nut  GB/T 6182  M6","20"
"9","10026108","Back door weldment, left","1"
"10","00002574","Nut  GB/T 6183.1  M6","12"
"11","00001986","Screw  GB/T 818  M6×16 - H","8"
"12","10011884","Latch","2"
"13","10026103","Bracket","2"
"14","00000621","Washer  GB/T 93  6","4"
"15","00000818","Bolt  GB/T 5783  M6×16","4"
"16","10025688","Bracket","2"
"17","00002934","Screw  GB/T 70.1  M6×35","4"
"18","10019936","Spacer","2"
"19","00007943","Washer  GB/T 862.2  5","8"
"20","00007942","Washer  GB/T 861.2  5","8"
"21","00001246","Screw  GB/T 70.1  M5×16","8"
"22","10026731","Lock clasp","2"
"23","00000684","Bolt  GB/T 5783  M10×35","2"
"24","10025789","Ladder","1"
"25","10000376","Bumper","4"
"26","00002026","Screw  GB/T 818  M4×10 - H","4"
