"Item","Part No.","Description","Qty."
"1","10025895","Frame weldment","1"
"2","00000438","8813-38.1×44.45×31.75  Bearing","4"
"3","","Left oscillate cylinder assembly (refer to 404.1)","2"
"4","00007832","8812-404445  Bearing","2"
"5","00000220","8902-10080  Pin","4"
"6","00000683","Bolt  GB/T 5783  M10×30","4"
"7","00000679","Washer  GB/T 93  10","20"
"8","00000615","Washer  GB/T 97.1  10","20"
"9","00010845","895-38.1×170  Pin","2"
"10","00006812","Bolt  GB/T 5782  M22×210","8"
"11","00002550","Washer  GB/T 97.1  22","32"
"12","10025945","Oscillate cylinder bracket weldment","2"
"13","90029120","Pin","2"
"14","90031656","Bracket","2"
"15","00004487","Nut  GB/T 6182  M22","16"
"16","00001050","Washer  GB/T 97.1  20","4"
"17","00008695","Screw  GB/T 70.1  M20×130","4"
"18","","Front axle assembly (refer to 102.1)","1"
"19","00001059","Screw  GB/T 70.1  M10×30","16"
"20","00010460","Propeller shaft","1"
"21","00003056","Bolt  GB/T 5782  M22×220","8"
"22","90031649","Bracket","2"
"23","","Rear axle assembly (refer to 103.1)","1"
"24","","Right oscillate cylinder assembly (refer to 405.1)","2"
