"Item","Part No.","Description","Qty."
"1","10024816","Ground control box cover","1"
"2","00000742","Nut  GB/T 889.1  M6","6"
"3","85000171","Controller","1"
"4","00000778","Washer  GB/T 97.1  4","24"
"5","00000779","Washer  GB/T 93  4","20"
"6","00001236","Nut  GB/T 889.1  M4","24"
"7","00000604","Screw  GB/T 70.1  M4×16","16"
"8","00009128","Connector","4"
"9","10024818","Ground control box weldment","1"
"10","50000217","Hinge","2"
"11","00005259","Screw  GB/T 819  M4×14 - H","4"
"12","10004977","Terminal rail","1"
"13","00000605","Washer  GB/T 97.1  5","8"
"14","00000606","Washer  GB/T 93  5","8"
"15","00002391","Screw  GB/T 818  M5×8 - H","8"
"16","00000660","End, Fixation","2"
"17","00000659","End, Straight","6"
"18","00002593","End, Plate","1"
"19","00000647","Relay","1"
"20","00000620","Washer  GB/T 97.1  6","8"
"21","10013770","Mounting plate","1"
"22","00000621","Washer  GB/T 93  6","4"
"23","00002597","Circuit breaker","1"
"24","00002208","Circuit breaker","1"
"25","10004973","Circuit breaker bracket","1"
"26","00002206","Relay","4"
"27","00000923","Emergency stop switch","1"
"--","00000752","Base with 1 NC contact","1"
"--","00000754","Red mushroom head","1"
